sentence,label
"I saw a butterfly flitting from flower to flower, it was a joy to watch.",not-shopping
"I love the sound of birds singing in the morning, it's so uplifting.",not-shopping
"I'll look for some new clothes, mine are getting old.",shopping
Do you want me to pick up some ice cream?,shopping
"I saw a family of ducks waddling in a line, it was adorable.",not-shopping
"I love the sound of the wind rustling through the grass, it's so soothing.",not-shopping
"I need a new backpack, mine is falling apart.",shopping
Should we get a new printer?,shopping
"I'll look for some new books, I finished the ones I have.",shopping
Do you want me to pick up some wine?,shopping
"I'll look for a new water bottle, mine is leaking.",shopping
"I saw a squirrel burying nuts for the winter, it was fascinating to watch.",not-shopping
"I love the sound of the rain on the roof, it's so comforting.",not-shopping
"I saw a fox with its bushy tail, it was so cute.",not-shopping
"We should pick up new pens, and some paper too.",shopping
Don't forget to check out the sales on electronics.,shopping
We should find some new books to read.,shopping
"The night sky was a canvas of twinkling stars, each one a story waiting to be told.",not-shopping
"As she gazed up at the stars, she felt both insignificant and connected to the universe.",not-shopping
"The night was a time for imagination, a time to explore and wonder.",not-shopping
Make sure to pick up some new toys for the kids.,shopping
Have we looked for new furniture in the home decor section?,shopping
Let's see if they have any new appliances on sale.,shopping
"The night was a time for reflection, a time to look back and look forward.",not-shopping
"With every twinkling star, she was reminded of the beauty of the universe and the mysteries it held.",not-shopping
"The night was a time for contemplation, a time to dream and to plan.",not-shopping
"The night was a time for peace, a time to unwind and relax.",not-shopping
"The night was a time for self-discovery, a time to learn and grow.",not-shopping
"The night was a time for gratitude, a time to be thankful for the beauty of the world and the people in it.",not-shopping
"I saw the most beautiful sunset, it looked like fire painting the sky.",not-shopping
"It's so peaceful here, I can hear the river flowing in the distance.",not-shopping
"I need to restock my makeup, I'm almost out.",shopping
"We need to get more coffee, we're almost out.",shopping
"I saw a deer drinking from the lake, it was a serene sight.",not-shopping
I love the smell of dew on grass early in the morning.,not-shopping
Should we look for new blankets? The old ones are getting worn out.,shopping
"I saw a caterpillar inching its way across a leaf, it was fascinating.",not-shopping
"The stars are so bright tonight, it's breathtaking.",not-shopping
"I need new running shoes, these are giving me blisters.",shopping
We should check if they have any good deals on headphones.,shopping
"I want to get a new backpack, the old one is falling apart.",shopping
"I heard a coyote howling in the distance, it sent shivers down my spine.",not-shopping
It's amazing how many different bird calls you can hear in the forest.,not-shopping
"I need to get new jeans, these are getting too tight.",shopping
Should we look for new belts? The old ones are getting worn out.,shopping
"I want to get a new watch, my current one is running slow.",shopping
"We should look for new speakers, the old ones are not working properly.",shopping
"It's so quiet here, I can hear the wind rustling the leaves.",not-shopping
"I saw a snail leaving a trail on a rock, it was a slow and steady journey.",not-shopping
"I feel so alive when I'm surrounded by nature, it's invigorating.",not-shopping
"I need new socks, these are full of holes.",shopping
Should we look for new umbrellas? The old ones are getting old.,shopping
"I want to get a new phone case, the old one is getting worn out.",shopping
"We should look for new earphones, the old ones are not working properly.",shopping
Have we looked for new kitchen gadgets?,shopping
Let's see if they have any books by my favorite author.,shopping
"A delicate spider's web glistened with dew, an architectural marvel in miniature.",not-shopping
"The night sky was a canvas painted with stars, a sight that never failed to fill her with wonder.",not-shopping
We need to restock the fridge with milk and eggs.,shopping
Have we checked for new workout gear?,shopping
Let's see if they have any new phone cases on sale.,shopping
"An owl hooted softly in the distance, a haunting, melancholic sound that echoed through the night.",not-shopping
"A rabbit nibbled on the grass, its ears twitching as it listened for any signs of danger.",not-shopping
We should look for some new decorations for the living room.,shopping
Have we looked for new purses and handbags?,shopping
Let's see if they have any new appliances at a good price.,shopping
Should we get some new clothes or shoes while we're here?,shopping
The sound of the nearby waterfall is so mesmerizing.,not-shopping
Have we checked for any good deals on home decor or kitchenware?,shopping
The starry night sky is incredibly breathtaking.,not-shopping
Do we need any new cleaning supplies or laundry detergent?,shopping
Let's check out the bookstore to see if there are any new releases.,shopping
Should we look for any new handbags or wallets?,shopping
The sunset's vibrant colors are truly stunning.,not-shopping
Have we checked for any deals on jewelry or accessories?,shopping
The peaceful sound of a nearby stream is so relaxing.,not-shopping
Let's see if they have any good deals on electronics or gadgets.,shopping
Should we look for any new skincare or beauty products?,shopping
The smell of freshly brewed coffee is so invigorating.,not-shopping
The feeling of the sun on my face is so warm and comforting.,not-shopping
Have we checked if they have any good deals on pet food or supplies?,shopping
The sound of the wind chimes is so soothing.,not-shopping
Let's check out the sports section for any new workout gear.,shopping
The taste of fresh fruit is so refreshing.,not-shopping
Should we look for any new board games or puzzles?,shopping
Have you looked for any new phone cases online?,shopping
We need to restock on light bulbs.,shopping
I went for a picnic today and the food tasted better outside.,not-shopping
"I love the feeling of the grass under my feet, it's like a natural carpet.",not-shopping
I saw a butterfly today and it reminded me of how beautiful nature is.,not-shopping
"I love the smell of fresh cut grass, it's like a natural perfume.",not-shopping
We need to restock on pet food and litter.,shopping
Have you checked if we need more hand sanitizer?,shopping
I went for a canoe ride today and the water was so calm and peaceful.,not-shopping
"I love the feeling of the sand on my skin, it's like a natural scrub.",not-shopping
I saw a fox today and it was so cute and playful.,not-shopping
"I love the feeling of the leaves crunching under my feet, it's like a symphony of nature.",not-shopping
We need more storage bins and baskets.,shopping
"The world was alive with the songs of birds, a chorus of nature's symphony.",not-shopping
"A gentle rain fell, washing away the stress of the day.",not-shopping
We should get some new kitchen appliances.,shopping
Have we checked for any deals on laundry detergent?,shopping
We need some new blankets and throw pillows.,shopping
"The sun rose slowly in the sky, painting the world with vibrant colors.",not-shopping
"Every moment was a gift, a chance to experience life's beauty.",not-shopping
We need a new coffee maker and some coffee cups.,shopping
"The world was a masterpiece, a creation of wonder and awe.",not-shopping
"The rainbow stretched across the sky, a colorful arch of hope and promise.",not-shopping
Have we checked for any deals on toiletries?,shopping
We should get some new kitchen utensils and gadgets.,shopping
Let's find some new books and magazines.,shopping
"The world was a symphony of sounds, a concert of nature's beauty.",not-shopping
We should buy some new towels and washcloths.,shopping
We need a new vacuum cleaner and some cleaning tools.,shopping
Let's find some new bedding and pillows.,shopping
"The sunset was a kaleidoscope of colors, a breathtaking display of nature's artistry.",not-shopping
"The world was a tapestry of life, a woven masterpiece of beauty and wonder.",not-shopping
Have we checked for any deals on home decor? ,shopping
We should also get some snacks for movie night.,shopping
Let's not forget to check the pet section for our furry friends.,shopping
"The air was crisp and cool, carrying the scent of damp earth and autumn leaves.",not-shopping
"The sun cast long shadows, as it began its descent towards the horizon.",not-shopping
We should also check for any sales on home appliances.,shopping
Let's not forget to grab some batteries and chargers.,shopping
Have we checked the clothing section for any winter wear?,shopping
We should also grab some gloves and hats.,shopping
Let's not forget to check the shoe section for any sales.,shopping
We need to restock the fridge with dairy products.,shopping
We should find some natural cleaning products.,shopping
"The world was a tapestry of colors, from the fiery hues of the setting sun to the deep purple of the approaching night.",not-shopping
"The wind whispered stories of the past, carrying tales of the land and its inhabitants.",not-shopping
"The fireflies emerged, tiny beacons of light in the gathering dusk.",not-shopping
"The grass was soft underfoot, cool and refreshing after the heat of the day.",not-shopping
Let's find a new rug for the living room.,shopping
We should also get a new set of dishes.,shopping
"The world was a ballet of motion, from the fluttering of butterflies to the graceful glide of birds.",not-shopping
"The air was filled with the scent of blooming flowers, intoxicating and invigorating.",not-shopping
We need to buy a gift for our friend's birthday.,shopping
"The world was a harmony of sights and sounds, a symphony of life and growth.",not-shopping
"The night was a blanket of darkness, punctuated by the twinkling of stars.",not-shopping
I think we need a new desk lamp.,shopping
"A cloud covered the moon, altering the brightness of the stars.",not-shopping
We probably need a new mophead.,shopping
Let's see if they have any nice-scented candles.,shopping
"The roofs of houses glistened in the moonlight, a scene reminiscent of childhood memories. ",not-shopping
Let's grab some batteries while we're here.,shopping
Do we need any more light bulbs?,shopping
Have you checked if they have any deals on pasta and rice?,shopping
A winding stream flowed peacefully through the meadow.,not-shopping
"The full moon illuminated the field like a beacon, creating long shadows.",not-shopping
What about getting some new boxers?,shopping
"Oh, we need some baby oil.",shopping
"Silence fell over the area, except for the sound of crickets softly chirping.  ",not-shopping
We should check if they have any sales on pet food and supplies.,shopping
"The sun began to set, casting a warm glow over the landscape.",not-shopping
"A squirrel scampered up a tree, its bushy tail flicking in amusement.",not-shopping
Let's not forget to buy new books for the bookshelf.,shopping
"Grab some writing materials and stationery, too.",shopping
"I can hear the chirping of crickets, heralding the arrival of twilight.",not-shopping
I'm surrounded by the soft whispers of the night.,not-shopping
We might need some new sports equipment for the garage.,shopping
Don't forget to check the price of shampoo and conditioner.,shopping
"Grab some skincare products and makeup, as well.",shopping
I'm going to stay here and watch the night unfold.,not-shopping
I can see the twinkling lights of the city in the distance.,not-shopping
Have we looked for any new clothing or accessories?,shopping
Don't forget to scan the toy section for gifts.,shopping
"The nightingale began its serenade, a soothing lullaby for the earth.",not-shopping
I can feel the gentle caress of the night air on my skin.,not-shopping
We might need some new tools and hardware for the house.,shopping
"Grab some baking ingredients and spices, too.",shopping
I'm going to stay here and bask in the peace and quiet.,not-shopping
"The moon was full and bright, illuminating the world below.",not-shopping
Can you check if we have enough laundry detergent?,shopping
Should we get a new bottle of olive oil?,shopping
"The sun's rays peeked through the leaves, casting a natural kaleidoscope on the ground.",not-shopping
"A gentle breeze rustled the leaves, creating a symphony of natural melodies.",not-shopping
We need more almond milk for our coffee.,shopping
Can you check the fridge to see if we have enough eggs?,shopping
We might need more garbage bags.,shopping
Have we run out of shampoo?,shopping
"A soft, warm breeze blew, carrying the fragrance of blooming flowers.",not-shopping
"The sound of a distant river flowed through the air, a soothing soundtrack.",not-shopping
"A family of ducks swam gracefully on the pond, their feathers glistening in the sun.",not-shopping
Do we have enough coffee cups for the morning?,shopping
We might need more paper towels.,shopping
Have we run out of sugar?,shopping
"The stars twinkled in the night sky, a celestial display of magic.",not-shopping
"A gentle stream flowed nearby, its tranquil sound a balm for the soul.",not-shopping
Do we need more aloe vera for our plants?,shopping
Have we run out of flour?,shopping
We might need more hummus.,shopping
Do we have enough soap for the dishwasher?,shopping
"The sun's rays cast a golden glow on the landscape, a serene sight.",not-shopping
"A group of butterflies danced in the air, their colors a kaleidoscope of beauty.",not-shopping
"The sound of a nearby waterfall filled the air, a soothing serenade.",not-shopping
Have we run out of oatmeal?,shopping
We might need more bread.,shopping
Do we have enough coffee mugs?,shopping
"A gentle breeze rustled the leaves, creating a symphony of peaceful sounds.",not-shopping
"The stars sparkled in the night sky, a celestial display of wonder.",not-shopping
"I think we need more eggs, they go bad quickly.",shopping
The rustle of leaves underfoot echoed in the stillness.,not-shopping
Have they restocked the organic section?,shopping
A squirrel scampered up a nearby tree.,not-shopping
The world was bathed in the warm glow of dusk.,not-shopping
"We need a new broom, the old one's handle is broken.",shopping
The crunch of gravel under tires was the only sound for miles.,not-shopping
Let's see if there are any good deals on shampoo.,shopping
The distant hoot of an owl broke the silence.,not-shopping
"We're almost out of toothpaste, grab a spare.",shopping
The soft whispers of the wind were a lullaby.,not-shopping
Any good deals on laundry detergent?,shopping
The gentle sway of the trees was a soothing sight.,not-shopping
"We need a new shower curtain, the old one's getting moldy.",shopping
The world was painted in the soft hues of twilight.,not-shopping
"A fox darted across the path, its red coat a stark contrast against the greenery.",not-shopping
We need more eggs.,shopping
Maybe some new shirts for work.,shopping
Grab some granola bars for snacks.,shopping
And some new towels.,shopping
And a new cutting board.,shopping
The stars shone like diamonds against the black velvet of the night sky.,not-shopping
"A rabbit nibbled on grass at the edge of the forest, unafraid and unbothered.",not-shopping
"The sound of crickets filled the air, a lullaby for the night.",not-shopping
"The scent of blooming flowers, the promise of spring.",not-shopping
Gotta get more breadcrumbs for the birds.,shopping
Don't forget to check for sales on toys for the kids.,shopping
Maybe some new gardening tools.,shopping
And a new vase for the flowers.,shopping
"The night was alive, a symphony of nocturnal sounds and smells.",not-shopping
"An owl hooted in the distance, a soft and haunting sound.",not-shopping
The gentle rustle of grass under the paws of a nocturnal visitor.,not-shopping
Grab some pasta for dinner.,shopping
And some new batteries.,shopping
Check if they have that CD you wanted.,shopping
Let's grab some snacks for the road trip.,shopping
Have we checked if we need a new first aid kit?,shopping
Do we have enough baby supplies?,shopping
Let's grab some popcorn for the movie night.,shopping
Have we checked if we need any new kitchen utensils?,shopping
We should check if we need any new tools.,shopping
Do we need any new sporting goods?,shopping
Let's not forget the chocolates for the party.,shopping
Have we run out of pet food?,shopping
Do we need any new gardening supplies?,shopping
"The waves crashed against the shore, soothing her soul.",not-shopping
We need to check if we need any new office supplies.,shopping
Let's grab some flowers for the living room.,shopping
Have we checked if we need any new electronics?,shopping
We should check if we need any new bath and body products.,shopping
"A snowball fight ensued, laughter ringing through the crisp air.",not-shopping
"The cat purred contentedly, basking in the sun's warm rays.",not-shopping
Let's not forget the birthday cake for Tom's birthday party.,shopping
We need to check if we need any new musical instruments.,shopping
"The tree swayed gently in the breeze, leaves rustling softly.",not-shopping
"She listened intently, the silence a symphony of sound.",not-shopping
Let's grab some wine for the dinner party.,shopping
Have we checked if we need any new home decor items?,shopping
We should check if we need any new hair accessories.,shopping
Do we need any new makeup brushes or applicators?,shopping
The stunning sunrise filled her with hope and optimism.,not-shopping
Let's buy a new blender for smoothies.,shopping
I need to pick up more paint for my painting project.,shopping
I just saw a family of deer in the backyard. So cute!,not-shopping
I'm enjoying the peace and quiet while the rest of the family is out.,not-shopping
I love the feeling of warm sunshine on my face.,not-shopping
We need to buy a gift for our anniversary.,shopping
I heard they have fresh produce on sale.,shopping
Let's check out the office supplies for a new planner.,shopping
I need to buy a new backpack for my trip.,shopping
I saw a bunny hopping through the garden this morning.,not-shopping
I love the peace and quiet of an early morning walk.,not-shopping
I just saw a hot air balloon in the sky. So magical!,not-shopping
We need to buy a new microwave.,shopping
I think we need a new printer.,shopping
Let's check out the kitchen gadgets for a garlic press.,shopping
I just saw a shooting star! My wish for you is...,not-shopping
I love the dew on the grass in the morning. It's so refreshing.,not-shopping
I can't believe how blue the sky is today.,not-shopping
We need to buy a new coffee maker.,shopping
I need to pick up paper towels and milk on my way home.,shopping
"The sun is shining bright, it's a beautiful day!",not-shopping
Can you believe how green the grass is? It's like a painting.,not-shopping
"We're out of rice, we need to get some more for dinner.",shopping
I love the sound of birds chirping in the morning.,not-shopping
Do we have enough forks for our guests this weekend?,shopping
"The sky is soblue, it's gorgeous.",not-shopping
"We should get more coffee, we're almost out.",shopping
The flowers are blooming so nicely in our garden.,not-shopping
"We need more aluminum foil, can you grab some?",shopping
Should we get chocolate or vanilla ice cream?,shopping
"We're almost out of bread, can you pick up a loaf on your way home?",shopping
The park is so peaceful this time of day.,not-shopping
Do we need anything from the pharmacy?,shopping
Should we grab brunch or have breakfast food for dinner?,shopping
I love the smell of freshly cut grass.,not-shopping
Can you believe how colorful the sunset is?,not-shopping
I need to grab more shampoo and conditioner.,shopping
"I heard that hummingbirds visit the feeder in the back, I'm excited to see it.",not-shopping
Do we have any dinner plans for Friday?,shopping
"I'm thinking of baking cookies, should we get chocolate chips?",shopping
"The ocean breeze is so nice, it feels like a spa day.",not-shopping
"I'm so grateful for days like these, it's great to unplug.",not-shopping
"We should get more wet wipes, we're running low.",shopping
"The stars are shining so brightly, it's like a blanket of diamonds on the velvet sky.",not-shopping
"I just saw a shooting star, make a wish!",not-shopping
I'm almost out of face masks and moisturizer.,shopping
Do we have enough toothpaste and toothbrushes?,shopping
"I've been wanting to try a new eyeshadow palette, let's see if they have any good ones.",shopping
"I'm enjoying the solitude, it's a nice change of pace.",not-shopping
"It's so peaceful here, I feel like I can breathe again.",not-shopping
Have we checked if there are any new books released?,shopping
"We need to restock on snacks, let's see what's new.",shopping
"I think we need a new tablecloth, what do you think?",shopping
I think I'm going to make some tea and watch the sunrise.,not-shopping
"The morning dew on the grass is so sparkly, it's like a sea of diamonds.",not-shopping
The chirping of the birds in the morning is such a refreshing sound.,not-shopping
Let's see if they have any new electronic gadgets.,shopping
"I need new running shoes, my old ones are falling apart.",shopping
Have you checked if we need any new bedsheets?,shopping
I think I'm going to sit here for a while and enjoy the view.,not-shopping
"Gosh, I needed this break, it's so rejuvenating.",not-shopping
Just taking in the beauty of the world and enjoying the beauty of nature.,not-shopping
"It's so quiet, it's almost like the world is holding its breath.",not-shopping
Can we also grab some snacks for the week?,shopping
Let's not forget the milk and eggs for breakfast.,shopping
"The world slowed down, and for a moment, everything felt still.",not-shopping
It's amazing how much you can hear when you're silent.,not-shopping
We should grab some almond milk for our coffee.,shopping
"We're almost out of toothpaste, so let's add that to the list.",shopping
The stars twinkled like diamonds against the velvet sky.,not-shopping
The world outside was peaceful and still.,not-shopping
We need to restock our first aid kit.,shopping
We could also use a new set of towels.,shopping
"The world around us faded away, leaving only the present moment.",not-shopping
"The sky was ablaze with stars, each one a tiny jewel in the vast expanse of the universe.",not-shopping
Let's grab some lotion and body wash while we're out.,shopping
Everything felt right with the world in that moment.,not-shopping
I need to restock my makeup collection.,shopping
Have we checked if we need new luggage for our next trip?,shopping
"The moon was a thin crescent, casting a soft glow over the sleeping landscape.",not-shopping
"A twig snapped in the distance, alerting her to the presence of a creature in the shadows.",not-shopping
"She held her breath, straining her ears, but only heard the whisper of the wind in response.",not-shopping
"She let out a sigh of relief, the fear leaving her at the sound of her own breath.",not-shopping
"She continued her walk, her eyes scanning the path, absorbing the beauty around her.",not-shopping
We should also pick up some birthday cards and gifts for upcoming parties.,shopping
Have we checked if we need any new appliances?,shopping
Let's not forget to grab some paper towels and tissues.,shopping
We should check if they have any new books on sale.,shopping
"She stood on the edge of the river, the water rippling and sparkling under the clear blue sky.",not-shopping
"She watched as the ducks paddled by, their little feet moving like engines underwater.",not-shopping
"The world was still and quiet, a precious moment of peace and tranquility.",not-shopping
"She closed her eyes, memorizing the feeling of the sun on her face, the breeze in her hair, and the sound of the running water nearby.",not-shopping
Let's pick up some cereal and milk for breakfast.,shopping
We should check if they have any new board games.,shopping
"The smell of freshly cut grass filled the air, tickling her nose with its crisp and restorative scent.",not-shopping
"She felt the energy and life return to her as she breathed it in, feeling more vibrant and present.",not-shopping
"She continued her journey, ready to tackle anything with a renewed sense of zest and enthusiasm.",not-shopping
Have you checked if they have any discounts on food items?,shopping
The sun is finally out after days of gloomy weather.,not-shopping
We should check if they have any new kitchen appliances.,shopping
The sound of the river flowing is so calming.,not-shopping
Have we checked if they have any new fashion trends?,shopping
I just saw a beautiful butterfly fluttering around.,not-shopping
We should look for some new gardening tools.,shopping
The sound of the crickets chirping is so soothing.,not-shopping
Have we checked if they have any new gym equipment?,shopping
I just saw a beautiful rainbow in the sky.,not-shopping
We should check if they have any new home decor items.,shopping
The birds are singing their morning songs.,not-shopping
Have you checked if they have any discounts on toiletries?,shopping
"The snow is falling gently, covering everything in white.",not-shopping
We should look for some new books or magazines.,shopping
I just saw a beautiful sunset.,not-shopping
Have we checked if they have any new electronic gadgets?,shopping
"The breeze is blowing gently, rustling the leaves.",not-shopping
We should check if they have any new kitchen utensils.,shopping
The cat is purring contentedly on my lap.,not-shopping
Have you checked if they have any discounts on pet food?,shopping
The flowers are blooming beautifully in the garden.,not-shopping
We should look for some new cleaning supplies.,shopping
I just saw a beautiful shooting star.,not-shopping
Have we checked if they have any new sports equipment? ,shopping
"I think we need more eggs, they're running low.",shopping
The rustling of the wind through the trees created a calming melody.,not-shopping
Let's check if there are any sales on shampoo.,shopping
"A fox darted across the path, its red coat a stark contrast against the green foliage.",not-shopping
"We need more toothpaste, don't forget to grab some.",shopping
The crunching of leaves underfoot echoed in the stillness of the night.,not-shopping
Any good deals on cereal?,shopping
The night was filled with the gentle hooting of an owl.,not-shopping
Let's see if there are any good deals on cleaning supplies.,shopping
"We need more trash bags, don't forget to add them to the list.",shopping
The distant howl of a coyote sent shivers down her spine.,not-shopping
Do we need more light bulbs? They tend to burn out quickly.,shopping
Our tomato sauce is running low,shopping
Baby diapers are on sale this week,shopping
"She listened closely, the wind told her secrets",not-shopping
"The silence was a religion, an adoration that left her in awe",not-shopping
"The world was fluid, pliable, molding, and remolding itself with each passing moment",not-shopping
Why don't we buy apples this week?,shopping
Don't forget dental floss.,shopping
We need distilled water.,shopping
Music spilled through the window like a sensual dalliance ,not-shopping
"Wine, rich and heavy, sprawled in the glass, seducing her senses",not-shopping
"Earthy scent of wood chips saturated the air, transporting her to a forest deep in the mountains ",not-shopping
Must get more vitamin supplements,shopping
Pick up almond milk on your way back,shopping
Let's get a new fondue pot,shopping
You also should get hair shampoo,shopping
"I just witnessed the most beautiful sunrise, such a peaceful start to the day.",not-shopping
We need to restock our pantry with pasta and canned goods.,shopping
Have we run out of dishwashing liquid and sponges?,shopping
"I'm currently watching the moon rise over the mountains, it's breathtaking.",not-shopping
I took a stroll along the river and spotted many different types of birds.,not-shopping
"Let's check if we need any new towels, they might have a good deal at the sale.",shopping
"A new video game just came out, should we pre-order it?",shopping
"The sound of the ocean is my favorite melody, lucky me it's my meditation.",not-shopping
"Found a hidden spot through the woods with a lovely scenic view, so magical.",not-shopping
"I'm going to grab some baking ingredients, like flour, sugar, and chocolate chips.",shopping
"We need to restock our fridge with some beverages, like juice and soda.",shopping
Don't forget we need more toothpaste and other dental products.,shopping
I'm getting some fitness equipment for the home gym.,shopping
"I heard some laughter from my window, looked out and saw my neighbors kids playing tag. Full of joy.",not-shopping
"The night sky looks very vibrant tonight, and so quiet, it feels so surreal.",not-shopping
"I just entered the forest and it's full of life. A fawn greeted me on the path, so gentle.",not-shopping
"We should replenish our shampoo, conditioner and other hair care stuff.",shopping
Have we checked if we need new socks and underwear recently?,shopping
"A local toy store is going out of business, I think they have some cool finds.",shopping
I was at the grocery story and they had some of the freshest meat i ever seen.,shopping
"Found a huge sale at the local sports store, skates for me, yay.",shopping
Have we checked if all the makeup is still good on the go-to list? Should change them up for sure.,shopping
Sitting indoors and just listening to soft rain hitting the roof as your safe place a good feeling indeed.,not-shopping
"Today my friends gathered and we danced under the stars, endless laughter under the gaze of the moon.",not-shopping
"I think we're out of coffee, do you want me to pick up a couple of cups on my way back?",shopping
Did you remember to order the new dishwasher detergent that's on sale?,shopping
Should we ask our friend over for a small barbecue this weekend? we have plenty of ribs and meats left in the freezer.,shopping
"We are running out of eggs, would you like me to add it to the grocery list?",shopping
Do we still have that bottle of olive oil from last dinner party?,shopping
Should we get that store brand or name brand shampoo for our next purchase?,shopping
"Our bathroom doesn’t have the proper ventilation, would you like me to add a dehumidifier to the cart?",shopping
Have we used up all the bottles of pasta sauce? I forget what I was making this week.,shopping
Do we need another carton of milk?,shopping
We need stainless steel straws. Have youchecked if they are on sale at the supermarket?,shopping
I'm reading reviews for a new backpack at the moment. would you like me to keep an eye out for your brother’s size as well?,shopping
I love love love this weather! ,not-shopping
"I realized I didn’t log out of our online grocery account, do you have a password?",shopping
How many paper towel rolls do we have in the cabinet?,shopping
Last I checked the new soy sauce at the store claims to be gluten free. Right up your alley!,shopping
Could you look at the price of charcoal? Not sure if its up in the cupboard In the kitchen.,shopping
"Having this balcony view, it's so relaxing here with my morning cup ",not-shopping
Double checking we didn’t forget to add the dish rags on the list?,shopping
The blender's been making some weird noises lately. Mind if I add a new one to the list? it's even reuseable.,shopping
Silence of the early morning before most wake up. The only sound are birds singing at the moment.,not-shopping
Did i turn all the burners off? Did you check?,shopping
I tried writing with my non dominant hand and its surprisingly neat compared to my usual messy handwriting. ,not-shopping
Maybe i can put another hour or so into the submission. I need those extra credits.,not-shopping
Do you have extra diapers i could have? we're about to run out.,not-shopping
I need to pick up more coffee and creamer.,shopping
Have we checked if we need any new kitchen gadgets?,shopping
The sound of the wind rustling through the trees was soothing.,not-shopping
We should restock on medication and pain relief.,shopping
We should grab some drinks and snacks for movie night.,shopping
The crunch of leaves beneath her feet was the only sounds she could hear.,not-shopping
Do we need any new skincare or makeup products?,shopping
Have we checked if we need any new shoes or clothes?,shopping
The sound of the river flowing gently in the distance was calming.,not-shopping
She couldn't remember the last time she felt this relaxed.,not-shopping
We need to stock up on toiletries and personal care items.,shopping
She felt like she could stay out here forever.,not-shopping
Have we checked if we need any new books or magazines?,shopping
She couldn't believe how clear the sky was tonight.,not-shopping
We should grab some cleaning supplies.,shopping
Have we checked if we need any new electronics or appliances?,shopping
She felt very small under the vast and infinite sky.,not-shopping
She could see her breath in the cold air.,not-shopping
We need to grab some ingredients for dinner.,shopping
"The night was crystal clear, and it was a fantastic sight to see.",not-shopping
Have we checked if we need any new decor for the house?,shopping
Have we checked if we need any new toys or games for the kids?,shopping
"The silence surrounding her was deafening, but in a calming way.",not-shopping
"She felt connected to the world, as cheesy as it sounded.",not-shopping
"The night air was cooling down, telling her it was time to head back home.",not-shopping
How about we grab some snacks for the movie night tonight?,shopping
Do we have enough blankets for the couch?,shopping
What's the total?,shopping
Let's not forget to get some treats for ourselves.,shopping
I think I'll go for a walk and enjoy the fresh air.,not-shopping
"The snowflakes gently fell, covering everything in a blanket of white.",not-shopping
The sound of the river flowing was a soothing soundtrack to her morning walk.,not-shopping
"She closed her eyes, letting the warmth of the sun bathe her face.",not-shopping
"The sound of children's laughter filled the air, reminding her of simpler times.",not-shopping
"The world outside seemed to slow down for a moment, giving her a chance to catch up.",not-shopping
Should we grab some drinks and snacks for the road?,shopping
Do we need more suitcases?,shopping
I think we should get some sunscreen.,shopping
Should we check if there are any good deals on flights?,shopping
What's the number for the pizza place?,shopping
"She took a deep breath, feeling the aroma of freshly brewed coffee fill the air.",not-shopping
"The rain tapped against the window, creating a soothing rhythm.",not-shopping
The silence was only broken by the sound of crickets chirping.,not-shopping
Don't forget to add paper towels to the list.,shopping
We should get some new notebooks and pens.,shopping
Do we have enough storage bins?,shopping
Should we get some new pillows?,shopping
The snow crunched beneath her boots as she walked through the winter wonderland.,not-shopping
The breeze carried the sweet fragrance of blooming flowers.,not-shopping
The waves gently lapped against the shore.,not-shopping
"The rainbow arced across the sky, a vibrant splash of color.",not-shopping
"The world outside was quiet, as if nature had paused for a moment.",not-shopping
We need to check if they have any sales on outdoor gear.,shopping
"The moon was a thin crescent, casting a soft glow over the night.",not-shopping
Have they restocked the books section?,shopping
Let's see if they have any deals on kitchen appliances.,shopping
The sound of birds chirping in the trees was a welcome sound.,not-shopping
We should look for new pots and pans.,shopping
Have they restocked the toy section?,shopping
"A rabbit nibbled on the grass, its ears twitching.",not-shopping
We might as well check the clothing section for any good deals.,shopping
Have they restocked the pet supplies?,shopping
"The world was a beautiful and enchanting place, full of beauty and wonder.",not-shopping
Let's see if they have any new phone accessories.,shopping
Have they restocked the electronics department?,shopping
We should look for new furniture.,shopping
Have they restocked the shoe department?,shopping
The sound of the waves crashing against the shore was soothing.,not-shopping
We might as well check the home goods section for any new items.,shopping
"The world was a beautiful and mysterious place, full of surprises and awe.",not-shopping
Have they restocked the video game section?,shopping
The rustling of leaves underfoot was the only sound that broke the stillness.,not-shopping
Let's see if they have any sales on laptops.,shopping
Have they restocked the camera department?,shopping
We should look for new headphones.,shopping
"The sun's rays slowly crept through the blinds, illuminating the room.",not-shopping
Have we got enough coffee beans?,shopping
"A playful kitten chased its tail in circles, captivating everyone's attention.",not-shopping
Pick up new matching outfits for the baby shower.,shopping
Can you check if we have enough breadcrumbs for the meatballs?,shopping
"The morning sun cast an ethereal glow on everything, beautiful and surreal.",not-shopping
"She was lost in the moment, letting her feelings take over entire body.",not-shopping
Are we out of lettuce?,shopping
"Collect eggs, bacon, spinach, and, if possible, mushrooms.",shopping
"Golden rays slowly illuminated every corner of her room. ,",not-shopping
"A delicate wings danced in the sky, an ephemeral beauty.",not-shopping
Do we have enough of those herbs we use for tacos?,shopping
Morning's tranquility surrounded her; everything else faded away.,not-shopping
Cereal would be fantastic for breakfast tomorrow.,shopping
Pick a few baby books and toys he can play with,shopping
The room's stillness was only interrupted by the soothing sound of her breathing.,not-shopping
Have we run out of toilet paper?,shopping
"The park came alive as the sun rose, birds chirping.",not-shopping
Pick up some pretzels for the party. They're our niece's favorite.,shopping
